Gene name in Model,Gene ID,Reaction,Reaction Name,Reaction Formula,GPR in model,Pathway
208073,DVU2576,rxn05539,Dipeptide transport via ABC system (cgly),cpd00001[c] + cpd00002[c] + cpd01017[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd01017[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
208073,DVU2576,rxn05545,Dipeptide transport via ABC system (ala-thr),cpd00001[c] + cpd00002[c] + cpd11582[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd11582[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
208073,DVU2576,rxn05541,Dipeptide transport via ABC system (ala-glu),cpd11586[e] + cpd00001[c] + cpd00002[c]  -> cpd11586[c] + cpd00009[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
208073,DVU2576,rxn05547,Dipeptide transport via ABC system (gly-gln),cpd11580[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd11580[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
208073,DVU2576,rxn05538,Dipeptide transport via ABC system (gly-pro-L),cpd11588[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd11588[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
208073,DVU2576,rxn05546,Dipeptide transport via ABC system (gly-asn),cpd00001[c] + cpd11581[e] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd11581[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
208073,DVU2576,rxn05540,Dipeptide transport via ABC system (ala-gln),cpd11587[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd11587[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05536,Dipeptide transport via ABC system (met-ala),cpd11590[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd11590[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05537,Dipeptide transport via ABC system (gly-asp),cpd11589[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd11589[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05544,Dipeptide transport via ABC system (ala-leu),cpd00001[c] + cpd00002[c] + cpd11583[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd11583[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05542,Dipeptide transport via ABC system (ala-gly),cpd00001[c] + cpd00002[c] + cpd11585[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd11585[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05535,Dipeptide transport via ABC system (gly-met),cpd11591[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd11591[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05543,Dipeptide transport via ABC system (ala-his),cpd11584[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd11584[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05534,Dipeptide transport via ABC system (gly-glu),cpd11592[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd11592[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05533,Dipeptide transport via ABC system (ala-asp),cpd11593[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd11593[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05539,Dipeptide transport via ABC system (cgly),cpd00001[c] + cpd00002[c] + cpd01017[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd01017[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05545,Dipeptide transport via ABC system (ala-thr),cpd00001[c] + cpd00002[c] + cpd11582[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd11582[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05541,Dipeptide transport via ABC system (ala-glu),cpd11586[e] + cpd00001[c] + cpd00002[c]  -> cpd11586[c] + cpd00009[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05547,Dipeptide transport via ABC system (gly-gln),cpd11580[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd11580[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05538,Dipeptide transport via ABC system (gly-pro-L),cpd11588[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd11588[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05546,Dipeptide transport via ABC system (gly-asn),cpd00001[c] + cpd11581[e] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd11581[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207558,DVU2084,rxn05540,Dipeptide transport via ABC system (ala-gln),cpd11587[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd11587[c] + cpd00067[c] + cpd00008[c] ,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),Transporters 
207827,DVU2340,rxn05155,L-Glutamine-ABC transport,cpd00053[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00053[c] + cpd00067[c] + cpd00008[c] ,207827,Transporters 
207617,DVU2140,rxn01513,ATPdTMP phosphotransferase,cpd00298[c] + cpd00002[c]  <=> cpd00297[c] + cpd00008[c] ,(( 207617 ) or ( 206151 )),
206151,DVU0725,rxn01513,ATPdTMP phosphotransferase,cpd00298[c] + cpd00002[c]  <=> cpd00297[c] + cpd00008[c] ,(( 207617 ) or ( 206151 )),
208562,DVU3047,rxn00903,L-Valine2-oxoglutarate aminotransferase,cpd00024[c] + cpd00156[c]  <=> cpd00123[c] + cpd00023[c] ,(( 208562 ) or ( 208718 )),Alanine biosynthesis
208562,DVU3047,rxn01575,L-Isoleucine2-oxoglutarate aminotransferase,cpd00024[c] + cpd00322[c]  <=> cpd00508[c] + cpd00023[c] ,(( 208562 ) or ( 208718 )),Alanine biosynthesis
208562,DVU3047,rxn00806,L-Leucine2-oxoglutarate aminotransferase,cpd00107[c] + cpd00024[c]  <=> cpd00200[c] + cpd00023[c] ,(( 208562 ) or ( 208718 )),Alanine biosynthesis
208718,DVU3197,rxn00903,L-Valine2-oxoglutarate aminotransferase,cpd00024[c] + cpd00156[c]  <=> cpd00123[c] + cpd00023[c] ,(( 208562 ) or ( 208718 )),Alanine biosynthesis
208718,DVU3197,rxn01575,L-Isoleucine2-oxoglutarate aminotransferase,cpd00024[c] + cpd00322[c]  <=> cpd00508[c] + cpd00023[c] ,(( 208562 ) or ( 208718 )),Alanine biosynthesis
208718,DVU3197,rxn00806,L-Leucine2-oxoglutarate aminotransferase,cpd00107[c] + cpd00024[c]  <=> cpd00200[c] + cpd00023[c] ,(( 208562 ) or ( 208718 )),Alanine biosynthesis
206270,DVU0843,rxn02476,Phosphoenolpyruvate3-phosphoshikimate,cpd00061[c] + cpd02030[c]  <=> cpd00009[c] + cpd00932[c] + cpd00067[c] ,(( 206270 ) or ( 209399 )),Chorismate Synthesis
209399,DVU0463,rxn02476,Phosphoenolpyruvate3-phosphoshikimate,cpd00061[c] + cpd02030[c]  <=> cpd00009[c] + cpd00932[c] + cpd00067[c] ,(( 206270 ) or ( 209399 )),Chorismate Synthesis
209467,DVU0528,rxn09105,phosphatidylglycerol phosphate phosphatase (n-C161),cpd15546[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd15539[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn10265,isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,cpd15716[c] + cpd00001[c]  -> cpd00009[c] + cpd15722[c] + cpd00067[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn09102,phosphatidylglycerol phosphate phosphatase (n-C140),cpd00001[c] + cpd15543[c]  -> cpd00009[c] + cpd00067[c] + cpd15536[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn09104,phosphatidylglycerol phosphate phosphatase (n-C160),cpd15545[c] + cpd00001[c]  -> cpd00009[c] + cpd15538[c] + cpd00067[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn10266,anteisoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,cpd15717[c] + cpd00001[c]  -> cpd00009[c] + cpd15723[c] + cpd00067[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn10269,anteisopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,cpd15720[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd15726[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn09103,phosphatidylglycerol phosphate phosphatase (n-C141),cpd15544[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd15537[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn09106,phosphatidylglycerol phosphate phosphatase (n-C180),cpd15547[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd15540[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn10270,isohexadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,cpd15721[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd15727[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn09101,phosphatidylglycerol phosphate phosphatase (n-C140),cpd00001[c] + cpd15542[c]  -> cpd00009[c] + cpd15535[c] + cpd00067[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn09107,phosphatidylglycerol phosphate phosphatase (n-C181),cpd15548[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd15541[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn10267,isotetradecanoyl-Phosphatidylglycerophosphate phosphohydrolase,cpd00001[c] + cpd15718[c]  -> cpd00009[c] + cpd00067[c] + cpd15724[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
209467,DVU0528,rxn10268,isopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,cpd15719[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd15725[c] ,209467,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
207855,DVU2367,rxn06729,(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]UDP-N-acetyl-,cpd11484[c] + cpd00037[c]  -> cpd02886[c] + cpd11493[c] ,207855,KDO2-Lipid A biosynthesis
208222,DVU2719,rxn01333,Sedoheptulose-7-phosphateD-glyceraldehyde-3-phosphate,cpd00238[c] + cpd00102[c]  <=> cpd00072[c] + cpd00236[c] ,(( 208222 ) or ( 207117 )),Pentose phosphate pathway
207117,DVU1658,rxn01333,Sedoheptulose-7-phosphateD-glyceraldehyde-3-phosphate,cpd00238[c] + cpd00102[c]  <=> cpd00072[c] + cpd00236[c] ,(( 208222 ) or ( 207117 )),Pentose phosphate pathway
207620,DVU2143,rxn01870,D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,cpd00802[c]  <=> cpd00095[c] + cpd00448[c] ,207620,Calvin-Benson cycle
207620,DVU2143,rxn00786,"D-Fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase",cpd00290[c]  <=> cpd00095[c] + cpd00102[c] ,207620,Calvin-Benson cycle
207620,DVU2143,rxn01334,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",cpd00349[c]  <=> cpd00095[c] + cpd00236[c] ,207620,Calvin-Benson cycle
209413,DVU0477,rxn01387,IsocitrateNADP+ oxidoreductase (decarboxylating),cpd00260[c] + cpd00006[c]  <=> cpd03187[c] + cpd00005[c] + cpd00067[c] ,209413,TCA Cycle
209413,DVU0477,rxn00199,OxalosuccinateNADP+ oxidoreductase (decarboxylating),cpd03187[c] + cpd00067[c]  -> cpd00024[c] + cpd00011[c] ,209413,TCA Cycle
209413,DVU0477,rxn00505,Isocitrate:NAD+ oxidoreductase (decarboxylating),cpd00260[c] + cpd00003[c]  -> cpd00004[c] + cpd00024[c] + cpd00011[c] ,209413,TCA Cycle
206429,DVU0997,rxn04954,5-methyltetrahydrofolateNAD+ oxidoreductase,cpd00345[c] + cpd00003[c]  <=> cpd00067[c] + cpd00004[c] + cpd00125[c] ,206429,Methionine Biosynthesis
206429,DVU0997,rxn00910,5-methyltetrahydrofolateNADP+ oxidoreductase,cpd00345[c] + cpd00006[c]  <=> cpd00005[c] + cpd00067[c] + cpd00125[c] ,206429,Methionine Biosynthesis
206196,DVU0769,rxn00124,ATPpyridoxal 5-phosphotransferase,cpd00215[c] + cpd00002[c]  <=> cpd00016[c] + cpd00008[c] ,206196,Pyridoxin (Vitamin B6) Biosynthesis
206196,DVU0769,rxn01807,ATPpyridoxal 5-phosphotransferase,cpd00419[c] + cpd00002[c]  <=> cpd00493[c] + cpd00008[c] ,206196,Pyridoxin (Vitamin B6) Biosynthesis
206196,DVU0769,rxn01396,ATPpyridoxal 5-phosphotransferase,cpd00263[c] + cpd00002[c]  <=> cpd00478[c] + cpd00008[c] ,206196,Pyridoxin (Vitamin B6) Biosynthesis
207811,DVU2324,rxn10343,Mercury (Hg+2) ABC transporter,cpd00001[c] + cpd00531[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00531[e] + cpd00008[c] ,(( 207811 ) or ( 208306 )),Transporters 
207811,DVU2324,rxn10481,Copper transport via ABC system,cpd00058[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00058[c] + cpd00067[c] + cpd00008[c] ,(( 207811 ) or ( 208306 )),
207811,DVU2324,rxn10344,Lead (Pb+2) ABC transporter,cpd00001[c] + cpd00002[c] + cpd04097[c]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd04097[e] ,(( 207811 ) or ( 208306 )),Transporters 
207811,DVU2324,rxn05528,Copper export via ATPase,cpd00058[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00058[e] + cpd00067[c] + cpd00008[c] ,(( 207811 ) or ( 208306 )),
207811,DVU2324,rxn05516,cadmium transport out via ABC system,cpd00001[c] + cpd01012[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd01012[e] + cpd00008[c] ,(( 207811 ) or ( 208306 )),Transporters 
208306,DVU2800,rxn10343,Mercury (Hg+2) ABC transporter,cpd00001[c] + cpd00531[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00531[e] + cpd00008[c] ,(( 207811 ) or ( 208306 )),Transporters 
208306,DVU2800,rxn10481,Copper transport via ABC system,cpd00058[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00058[c] + cpd00067[c] + cpd00008[c] ,(( 207811 ) or ( 208306 )),
208306,DVU2800,rxn10344,Lead (Pb+2) ABC transporter,cpd00001[c] + cpd00002[c] + cpd04097[c]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd04097[e] ,(( 207811 ) or ( 208306 )),Transporters 
208306,DVU2800,rxn05528,Copper export via ATPase,cpd00058[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00058[e] + cpd00067[c] + cpd00008[c] ,(( 207811 ) or ( 208306 )),
208306,DVU2800,rxn05516,cadmium transport out via ABC system,cpd00001[c] + cpd01012[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd01012[e] + cpd00008[c] ,(( 207811 ) or ( 208306 )),Transporters 
206137,DVU0712,rxn05168,L-Valine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00156[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00156[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206137,DVU0712,rxn05161,L-Leucine-ABC transport,cpd00107[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00107[c] + cpd00067[c] + cpd00008[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206137,DVU0712,rxn05179,L-Isoleucine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00322[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00322[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206138,DVU0713,rxn05168,L-Valine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00156[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00156[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206138,DVU0713,rxn05161,L-Leucine-ABC transport,cpd00107[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00107[c] + cpd00067[c] + cpd00008[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206138,DVU0713,rxn05179,L-Isoleucine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00322[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00322[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206139,DVU0714,rxn05168,L-Valine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00156[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00156[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206139,DVU0714,rxn05161,L-Leucine-ABC transport,cpd00107[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00107[c] + cpd00067[c] + cpd00008[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206139,DVU0714,rxn05179,L-Isoleucine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00322[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00322[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206140,DVU0715,rxn05168,L-Valine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00156[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00156[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206140,DVU0715,rxn05161,L-Leucine-ABC transport,cpd00107[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00107[c] + cpd00067[c] + cpd00008[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206140,DVU0715,rxn05179,L-Isoleucine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00322[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00322[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206141,DVU0716,rxn05168,L-Valine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00156[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00156[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206141,DVU0716,rxn05161,L-Leucine-ABC transport,cpd00107[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00107[c] + cpd00067[c] + cpd00008[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
206141,DVU0716,rxn05179,L-Isoleucine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00322[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00322[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
209486,DVU0547,rxn05168,L-Valine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00156[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00156[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
209486,DVU0547,rxn05161,L-Leucine-ABC transport,cpd00107[e] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00107[c] + cpd00067[c] + cpd00008[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
209486,DVU0547,rxn05179,L-Isoleucine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00322[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00322[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
209487,DVU0548,rxn05168,L-Valine-ABC transport,cpd00001[c] + cpd00002[c] + cpd00156[e]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00156[c] ,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 an... <Preview truncated at 128 characters>,Transporters 
